,Report Number,Date of Occurrence,Time of Occurrence,City,Crime Code,Crime Description,Victim Age,Victim Gender,Weapon Used,Crime Domain,Police Deployed,Case Closed,Date Case Closed,Date of Report,Time of Report,Occurrence Year,Age Group
37941,37942,,,Agra,188,KIDNAPPING,69,M,Knife,Other Crime,2,1,08-06-2024 20:00,,,,Senior
37942,37943,,,Ludhiana,324,BURGLARY,73,F,None,Other Crime,19,0,Ongoing,,,,Senior
37943,37944,,,Hyderabad,492,VEHICLE - STOLEN,19,F,Knife,Violent Crime,8,0,Ongoing,,,,Teen
37944,37945,,,Delhi,419,VEHICLE - STOLEN,18,F,Explosives,Violent Crime,11,1,22-06-2024 14:00,,,,Teen
37945,37946,,,Lucknow,583,FRAUD,31,M,None,Other Crime,1,0,Ongoing,,,,Young Adult
37946,37947,,,Surat,443,TRAFFIC VIOLATION,53,M,Knife,Traffic Fatality,4,0,Ongoing,,,,Adult
37947,37948,,,Nagpur,399,SHOPLIFTING,30,F,Other,Other Crime,6,0,Ongoing,,,,Young Adult
37948,37949,,,Pune,296,SHOPLIFTING,12,M,Blunt Object,Other Crime,19,0,Ongoing,,,,Child
37949,37950,,,Kolkata,555,IDENTITY THEFT,21,F,Knife,Violent Crime,3,1,01-07-2024 13:00,,,,Young Adult
37950,37951,,,Hyderabad,523,ILLEGAL POSSESSION,14,F,Blunt Object,Other Crime,15,1,14-07-2024 15:00,,,,Teen
37951,37952,,,Pune,469,FRAUD,28,F,None,Other Crime,9,1,25-05-2024 22:00,,,,Young Adult
37952,37953,,,Mumbai,516,ROBBERY,52,F,None,Violent Crime,1,0,Ongoing,,,,Adult
37953,37954,,,Bangalore,297,DRUG OFFENSE,10,F,Blunt Object,Other Crime,11,1,01-06-2024 08:00,,,,Child
37954,37955,,,Nagpur,204,PUBLIC INTOXICATION,64,M,Other,Other Crime,12,0,Ongoing,,,,Senior
37955,37956,,,Pune,472,VANDALISM,27,F,Poison,Other Crime,7,1,23-05-2024 17:00,,,,Young Adult
37956,37957,,,Hyderabad,201,PUBLIC INTOXICATION,19,F,Explosives,Other Crime,7,0,Ongoing,,,,Teen
37957,37958,,,Chennai,222,VANDALISM,14,F,None,Other Crime,11,1,01-06-2024 23:00,,,,Teen
37958,37959,,,Delhi,469,DRUG OFFENSE,69,M,Other,Other Crime,1,0,Ongoing,,,,Senior
37959,37960,,,Pune,418,DOMESTIC VIOLENCE,29,F,Explosives,Violent Crime,6,1,01-06-2024 00:00,,,,Young Adult
37960,37961,,,Bangalore,195,PUBLIC INTOXICATION,66,M,Other,Other Crime,3,1,25-05-2024 14:00,,,,Senior
37961,37962,,,Kalyan,132,COUNTERFEITING,40,F,Poison,Other Crime,13,0,Ongoing,,,,Adult
37962,37963,,,Hyderabad,518,ILLEGAL POSSESSION,16,F,Firearm,Other Crime,18,1,13-06-2024 01:00,,,,Teen
37963,37964,,,Mumbai,294,DRUG OFFENSE,61,M,None,Other Crime,12,1,19-07-2024 17:00,,,,Senior
37964,37965,,,Bangalore,593,ROBBERY,58,M,Poison,Violent Crime,6,1,25-09-2024 01:00,,,,Adult
37965,37966,,,Pune,154,ARSON,73,F,Poison,Fire Accident,9,0,Ongoing,,,,Senior
37966,37967,,,Kolkata,332,HOMICIDE,41,F,Knife,Other Crime,3,0,Ongoing,,,,Adult
37967,37968,,,Varanasi,262,ILLEGAL POSSESSION,12,M,Blunt Object,Other Crime,2,0,Ongoing,,,,Child
37968,37969,,,Chennai,193,DRUG OFFENSE,62,M,Blunt Object,Other Crime,12,1,20-07-2024 01:00,,,,Senior
37969,37970,,,Delhi,316,DRUG OFFENSE,23,F,Firearm,Other Crime,5,1,26-05-2024 14:00,,,,Young Adult
37970,37971,,,Chennai,254,DOMESTIC VIOLENCE,57,F,None,Violent Crime,5,0,Ongoing,,,,Adult
37971,37972,,,Pune,529,KIDNAPPING,15,F,None,Other Crime,19,0,Ongoing,,,,Teen
37972,37973,,,Mumbai,379,FRAUD,67,F,Knife,Other Crime,6,0,Ongoing,,,,Senior
37973,37974,,,Ghaziabad,568,ILLEGAL POSSESSION,39,F,Other,Other Crime,1,1,19-05-2024 21:00,,,,Adult
37974,37975,,,Ahmedabad,258,DOMESTIC VIOLENCE,50,F,Explosives,Violent Crime,5,0,Ongoing,,,,Adult
37975,37976,,,Mumbai,491,SEXUAL ASSAULT,55,F,Firearm,Violent Crime,2,0,Ongoing,,,,Adult
37976,37977,,,Pune,258,PUBLIC INTOXICATION,74,M,Explosives,Other Crime,15,1,31-05-2024 21:00,,,,Senior
37977,37978,,,Kolkata,452,KIDNAPPING,68,F,Poison,Other Crime,5,0,Ongoing,,,,Senior
37978,37979,,,Jaipur,137,PUBLIC INTOXICATION,13,M,Knife,Other Crime,9,1,08-05-2024 01:00,,,,Teen
37979,37980,,,Patna,377,DRUG OFFENSE,51,M,None,Other Crime,1,1,28-07-2024 15:00,,,,Adult
37980,37981,,,Pune,440,DOMESTIC VIOLENCE,12,F,Other,Violent Crime,10,1,06-07-2024 10:00,,,,Child
37981,37982,,,Delhi,348,KIDNAPPING,78,F,Knife,Other Crime,10,1,09-07-2024 15:00,,,,Senior
37982,37983,,,Kanpur,198,FRAUD,30,F,Explosives,Other Crime,3,1,27-06-2024 18:00,,,,Young Adult
37983,37984,,,Pune,123,VEHICLE - STOLEN,54,F,None,Violent Crime,11,0,Ongoing,,,,Adult
37984,37985,,,Lucknow,458,ILLEGAL POSSESSION,46,F,Knife,Other Crime,14,1,22-05-2024 11:00,,,,Adult
37985,37986,,,Ahmedabad,458,COUNTERFEITING,60,F,Blunt Object,Other Crime,6,1,17-06-2024 05:00,,,,Adult
37986,37987,,,Mumbai,147,SEXUAL ASSAULT,51,F,Poison,Violent Crime,1,0,Ongoing,,,,Adult
37987,37988,,,Varanasi,337,ARSON,66,M,Poison,Fire Accident,1,0,Ongoing,,,,Senior
37988,37989,,,Ahmedabad,264,TRAFFIC VIOLATION,20,F,Other,Traffic Fatality,14,1,24-05-2024 18:00,,,,Young Adult
37989,37990,,,Meerut,416,KIDNAPPING,75,F,None,Other Crime,4,1,03-06-2024 09:00,,,,Senior
37990,37991,,,Chennai,598,IDENTITY THEFT,35,F,None,Violent Crime,10,0,Ongoing,,,,Young Adult
37991,37992,,,Mumbai,137,DRUG OFFENSE,66,M,Firearm,Other Crime,15,1,28-05-2024 16:00,,,,Senior
37992,37993,,,Chennai,307,VANDALISM,24,F,Knife,Other Crime,12,0,Ongoing,,,,Young Adult
37993,37994,,,Delhi,219,HOMICIDE,41,F,Knife,Other Crime,10,1,23-02-2025 00:00,,,,Adult
37994,37995,,,Bangalore,548,BURGLARY,52,F,Firearm,Other Crime,17,0,Ongoing,,,,Adult
37995,37996,,,Bangalore,445,ASSAULT,43,F,Blunt Object,Violent Crime,9,0,Ongoing,,,,Adult
37996,37997,,,Jaipur,213,ROBBERY,57,M,Poison,Violent Crime,8,0,Ongoing,,,,Adult
37997,37998,,,Patna,453,IDENTITY THEFT,33,F,Blunt Object,Violent Crime,4,1,23-06-2024 18:00,,,,Young Adult
37998,37999,,,Kolkata,278,FRAUD,16,F,Other,Other Crime,11,0,Ongoing,,,,Teen
37999,38000,,,Pune,315,FIREARM OFFENSE,20,F,Poison,Fire Accident,14,0,Ongoing,,,,Young Adult
38000,38001,,,Indore,500,KIDNAPPING,68,M,Poison,Other Crime,2,1,28-07-2024 14:00,,,,Senior
38001,38002,,,Kanpur,455,ASSAULT,26,F,Other,Violent Crime,10,1,03-06-2024 21:00,,,,Young Adult
38002,38003,,,Delhi,129,ROBBERY,11,F,Firearm,Violent Crime,10,0,Ongoing,,,,Child
38003,38004,,,Kolkata,148,IDENTITY THEFT,76,F,Firearm,Violent Crime,2,0,Ongoing,,,,Senior
38004,38005,,,Delhi,145,FRAUD,29,F,Explosives,Other Crime,1,1,21-06-2024 00:00,,,,Young Adult
38005,38006,,,Hyderabad,189,EXTORTION,35,F,Other,Other Crime,12,0,Ongoing,,,,Young Adult
38006,38007,,,Meerut,591,ARSON,70,M,Poison,Fire Accident,10,0,Ongoing,,,,Senior
38007,38008,,,Nagpur,560,SHOPLIFTING,64,F,Explosives,Other Crime,6,0,Ongoing,,,,Senior
38008,38009,,,Bangalore,424,FIREARM OFFENSE,32,M,Knife,Fire Accident,1,0,Ongoing,,,,Young Adult
38009,38010,,,Kolkata,184,BURGLARY,54,M,Explosives,Other Crime,18,0,Ongoing,,,,Adult
38010,38011,,,Kanpur,194,IDENTITY THEFT,72,F,Firearm,Violent Crime,7,0,Ongoing,,,,Senior
38011,38012,,,Hyderabad,247,SEXUAL ASSAULT,59,F,Firearm,Violent Crime,12,1,11-04-2026 22:00,,,,Adult
38012,38013,,,Pune,428,SHOPLIFTING,21,F,Blunt Object,Other Crime,5,1,25-05-2024 05:00,,,,Young Adult
38013,38014,,,Delhi,253,PUBLIC INTOXICATION,25,F,Explosives,Other Crime,3,0,Ongoing,,,,Young Adult
38014,38015,,,Ahmedabad,597,EXTORTION,17,F,Poison,Other Crime,9,0,Ongoing,,,,Teen
38015,38016,,,Pune,382,COUNTERFEITING,18,M,Explosives,Other Crime,2,0,Ongoing,,,,Teen
38016,38017,,,Bangalore,419,ROBBERY,61,M,Blunt Object,Violent Crime,7,0,Ongoing,,,,Senior
38017,38018,,,Bangalore,563,CYBERCRIME,71,F,Poison,Other Crime,17,0,Ongoing,,,,Senior
38018,38019,,,Lucknow,195,SEXUAL ASSAULT,29,F,Poison,Violent Crime,8,0,Ongoing,,,,Young Adult
38019,38020,,,Delhi,374,PUBLIC INTOXICATION,40,F,Poison,Other Crime,5,1,17-05-2024 02:00,,,,Adult
38020,38021,,,Bhopal,566,ARSON,20,F,Other,Fire Accident,1,1,11-07-2024 01:00,,,,Young Adult
38021,38022,,,Kolkata,514,ROBBERY,38,F,Knife,Violent Crime,10,1,26-10-2024 13:00,,,,Adult
38022,38023,,,Hyderabad,513,HOMICIDE,45,F,Knife,Other Crime,7,0,Ongoing,,,,Adult
38023,38024,,,Indore,214,COUNTERFEITING,50,F,Explosives,Other Crime,17,0,Ongoing,,,,Adult
38024,38025,,,Hyderabad,186,ASSAULT,25,F,Other,Violent Crime,5,1,20-05-2024 03:00,,,,Young Adult
38025,38026,,,Nagpur,312,SHOPLIFTING,53,F,None,Other Crime,3,1,14-05-2024 15:00,,,,Adult
38026,38027,,,Faridabad,562,ASSAULT,67,F,Firearm,Violent Crime,15,0,Ongoing,,,,Senior
38027,38028,,,Kanpur,360,TRAFFIC VIOLATION,76,F,Poison,Traffic Fatality,7,1,07-05-2024 15:00,,,,Senior
38028,38029,,,Pune,180,FIREARM OFFENSE,71,M,Blunt Object,Fire Accident,17,0,Ongoing,,,,Senior
38029,38030,,,Bangalore,201,ILLEGAL POSSESSION,29,M,None,Other Crime,11,1,02-06-2024 19:00,,,,Young Adult
38030,38031,,,Hyderabad,342,ASSAULT,66,F,Poison,Violent Crime,5,1,14-05-2024 04:00,,,,Senior
38031,38032,,,Delhi,176,TRAFFIC VIOLATION,47,F,Blunt Object,Traffic Fatality,9,1,02-06-2024 14:00,,,,Adult
38032,38033,,,Visakhapatnam,441,DOMESTIC VIOLENCE,73,M,None,Violent Crime,18,1,17-07-2024 04:00,,,,Senior
38033,38034,,,Lucknow,531,VANDALISM,72,F,Blunt Object,Other Crime,15,1,16-07-2024 18:00,,,,Senior
38034,38035,,,Varanasi,114,COUNTERFEITING,44,M,Explosives,Other Crime,2,0,Ongoing,,,,Adult
38035,38036,,,Bangalore,132,IDENTITY THEFT,17,F,Explosives,Violent Crime,7,1,14-06-2024 07:00,,,,Teen
38036,38037,,,Mumbai,356,BURGLARY,76,F,Knife,Other Crime,7,0,Ongoing,,,,Senior
38037,38038,,,Delhi,271,SEXUAL ASSAULT,55,M,Firearm,Violent Crime,5,1,14-02-2025 16:00,,,,Adult
38038,38039,,,Mumbai,444,BURGLARY,23,F,Blunt Object,Other Crime,5,0,Ongoing,,,,Young Adult
38039,38040,,,Nagpur,523,FRAUD,22,F,Firearm,Other Crime,5,0,Ongoing,,,,Young Adult
38040,38041,,,Kanpur,469,EXTORTION,21,M,Other,Other Crime,2,1,25-05-2024 03:00,,,,Young Adult
38041,38042,,,Visakhapatnam,109,TRAFFIC VIOLATION,79,F,Poison,Traffic Fatality,18,1,21-05-2024 17:00,,,,Senior
38042,38043,,,Rajkot,150,TRAFFIC VIOLATION,66,F,Blunt Object,Traffic Fatality,2,1,01-06-2024 16:00,,,,Senior
38043,38044,,,Delhi,434,KIDNAPPING,41,F,Poison,Other Crime,10,1,13-07-2024 19:00,,,,Adult
38044,38045,,,Srinagar,208,SEXUAL ASSAULT,24,M,Explosives,Violent Crime,15,0,Ongoing,,,,Young Adult
38045,38046,,,Jaipur,540,FIREARM OFFENSE,79,F,Other,Fire Accident,19,0,Ongoing,,,,Senior
38046,38047,,,Jaipur,532,BURGLARY,32,M,Blunt Object,Other Crime,5,1,17-09-2024 08:00,,,,Young Adult
38047,38048,,,Rajkot,311,FIREARM OFFENSE,43,M,Other,Fire Accident,19,0,Ongoing,,,,Adult
38048,38049,,,Ahmedabad,467,SEXUAL ASSAULT,71,M,Blunt Object,Violent Crime,17,1,18-09-2025 10:00,,,,Senior
38049,38050,,,Delhi,462,IDENTITY THEFT,46,F,None,Violent Crime,6,0,Ongoing,,,,Adult
38050,38051,,,Hyderabad,413,EXTORTION,64,F,None,Other Crime,16,0,Ongoing,,,,Senior
38051,38052,,,Visakhapatnam,409,PUBLIC INTOXICATION,24,M,Poison,Other Crime,7,1,12-05-2024 02:00,,,,Young Adult
38052,38053,,,Mumbai,293,VANDALISM,64,F,Explosives,Other Crime,8,1,22-05-2024 10:00,,,,Senior
38053,38054,,,Delhi,102,FRAUD,72,F,Blunt Object,Other Crime,5,0,Ongoing,,,,Senior
38054,38055,,,Delhi,217,IDENTITY THEFT,46,F,Firearm,Violent Crime,18,1,23-06-2024 01:00,,,,Adult
38055,38056,,,Delhi,314,FIREARM OFFENSE,66,M,Blunt Object,Fire Accident,6,1,25-05-2024 18:00,,,,Senior
38056,38057,,,Delhi,569,EXTORTION,69,F,Knife,Other Crime,15,1,15-05-2024 01:00,,,,Senior
38057,38058,,,Bangalore,373,TRAFFIC VIOLATION,15,F,Poison,Traffic Fatality,13,0,Ongoing,,,,Teen
38058,38059,,,Bhopal,254,PUBLIC INTOXICATION,11,F,Firearm,Other Crime,17,1,04-06-2024 15:00,,,,Child
38059,38060,,,Delhi,388,PUBLIC INTOXICATION,26,F,Blunt Object,Other Crime,2,1,16-05-2024 16:00,,,,Young Adult
38060,38061,,,Lucknow,209,ARSON,14,F,Knife,Fire Accident,17,1,28-06-2024 05:00,,,,Teen
38061,38062,,,Pune,186,CYBERCRIME,27,M,Blunt Object,Other Crime,15,0,Ongoing,,,,Young Adult
38062,38063,,,Varanasi,231,HOMICIDE,30,M,Knife,Other Crime,8,0,Ongoing,,,,Young Adult
38063,38064,,,Bangalore,168,KIDNAPPING,52,F,Poison,Other Crime,8,1,09-07-2024 18:00,,,,Adult
38064,38065,,,Hyderabad,471,KIDNAPPING,71,F,Blunt Object,Other Crime,7,1,06-07-2024 09:00,,,,Senior
38065,38066,,,Chennai,526,FRAUD,54,F,Poison,Other Crime,18,0,Ongoing,,,,Adult
38066,38067,,,Mumbai,496,SEXUAL ASSAULT,13,M,Knife,Violent Crime,5,0,Ongoing,,,,Teen
38067,38068,,,Delhi,468,PUBLIC INTOXICATION,42,F,Blunt Object,Other Crime,7,0,Ongoing,,,,Adult
38068,38069,,,Delhi,361,KIDNAPPING,76,F,None,Other Crime,5,1,30-06-2024 01:00,,,,Senior
38069,38070,,,Chennai,504,HOMICIDE,43,F,Other,Other Crime,15,0,Ongoing,,,,Adult
38070,38071,,,Nagpur,141,VEHICLE - STOLEN,25,F,Blunt Object,Violent Crime,12,0,Ongoing,,,,Young Adult
38071,38072,,,Patna,265,KIDNAPPING,38,F,Knife,Other Crime,1,0,Ongoing,,,,Adult
38072,38073,,,Chennai,542,ROBBERY,74,F,Blunt Object,Violent Crime,1,1,06-10-2024 19:00,,,,Senior
38073,38074,,,Kanpur,293,ARSON,71,M,Explosives,Fire Accident,5,0,Ongoing,,,,Senior
38074,38075,,,Delhi,485,ROBBERY,16,F,Knife,Violent Crime,1,1,18-10-2024 12:00,,,,Teen
38075,38076,,,Surat,191,KIDNAPPING,66,F,Poison,Other Crime,7,1,17-07-2024 04:00,,,,Senior
38076,38077,,,Ghaziabad,260,SEXUAL ASSAULT,61,M,None,Violent Crime,5,1,04-11-2025 00:00,,,,Senior
38077,38078,,,Patna,360,IDENTITY THEFT,13,F,Firearm,Violent Crime,16,0,Ongoing,,,,Teen
38078,38079,,,Delhi,236,IDENTITY THEFT,65,F,Blunt Object,Violent Crime,14,0,Ongoing,,,,Senior
38079,38080,,,Mumbai,275,COUNTERFEITING,34,F,Blunt Object,Other Crime,19,0,Ongoing,,,,Young Adult
38080,38081,,,Mumbai,264,PUBLIC INTOXICATION,28,F,Poison,Other Crime,18,1,08-05-2024 23:00,,,,Young Adult
38081,38082,,,Delhi,127,BURGLARY,46,M,Other,Other Crime,19,1,02-10-2024 23:00,,,,Adult
38082,38083,,,Delhi,262,FIREARM OFFENSE,38,F,Firearm,Fire Accident,2,0,Ongoing,,,,Adult
38083,38084,,,Agra,503,FIREARM OFFENSE,26,M,Firearm,Fire Accident,2,0,Ongoing,,,,Young Adult
38084,38085,,,Bangalore,303,ILLEGAL POSSESSION,36,F,None,Other Crime,4,1,24-06-2024 08:00,,,,Adult
38085,38086,,,Kanpur,251,DRUG OFFENSE,41,M,Poison,Other Crime,8,0,Ongoing,,,,Adult
38086,38087,,,Ghaziabad,211,BURGLARY,17,F,Knife,Other Crime,8,0,Ongoing,,,,Teen
38087,38088,,,Visakhapatnam,569,FRAUD,59,F,Firearm,Other Crime,9,0,Ongoing,,,,Adult
38088,38089,,,Hyderabad,240,SEXUAL ASSAULT,42,M,Blunt Object,Violent Crime,8,0,Ongoing,,,,Adult
38089,38090,,,Bangalore,271,HOMICIDE,52,M,Poison,Other Crime,11,1,22-01-2025 19:00,,,,Adult
38090,38091,,,Mumbai,465,ARSON,63,F,Knife,Fire Accident,12,0,Ongoing,,,,Senior
38091,38092,,,Mumbai,375,ARSON,50,F,Poison,Fire Accident,16,0,Ongoing,,,,Adult
38092,38093,,,Mumbai,259,DRUG OFFENSE,65,F,Firearm,Other Crime,16,0,Ongoing,,,,Senior
38093,38094,,,Indore,178,FIREARM OFFENSE,74,F,Firearm,Fire Accident,7,1,01-08-2024 06:00,,,,Senior
38094,38095,,,Kolkata,155,VANDALISM,69,F,Explosives,Other Crime,9,0,Ongoing,,,,Senior
38095,38096,,,Delhi,162,COUNTERFEITING,34,F,Blunt Object,Other Crime,15,0,Ongoing,,,,Young Adult
38096,38097,,,Srinagar,267,HOMICIDE,32,M,Knife,Other Crime,18,1,22-10-2025 15:00,,,,Young Adult
38097,38098,,,Pune,184,IDENTITY THEFT,61,F,None,Violent Crime,4,1,24-07-2024 21:00,,,,Senior
38098,38099,,,Patna,363,PUBLIC INTOXICATION,77,F,Explosives,Other Crime,14,0,Ongoing,,,,Senior
38099,38100,,,Chennai,210,VEHICLE - STOLEN,28,M,Poison,Violent Crime,16,1,16-07-2024 18:00,,,,Young Adult
38100,38101,,,Patna,498,ARSON,22,F,None,Fire Accident,1,1,29-05-2024 06:00,,,,Young Adult
38101,38102,,,Rajkot,164,KIDNAPPING,72,M,Explosives,Other Crime,14,1,16-07-2024 10:00,,,,Senior
38102,38103,,,Hyderabad,272,VEHICLE - STOLEN,28,M,Other,Violent Crime,11,0,Ongoing,,,,Young Adult
38103,38104,,,Pune,432,KIDNAPPING,16,M,Knife,Other Crime,9,0,Ongoing,,,,Teen
38104,38105,,,Chennai,540,SEXUAL ASSAULT,27,M,Other,Violent Crime,12,1,05-08-2025 10:00,,,,Young Adult
38105,38106,,,Delhi,543,IDENTITY THEFT,55,M,Other,Violent Crime,6,0,Ongoing,,,,Adult
38106,38107,,,Hyderabad,217,COUNTERFEITING,39,F,Blunt Object,Other Crime,2,0,Ongoing,,,,Adult
38107,38108,,,Patna,151,SHOPLIFTING,38,F,None,Other Crime,8,1,14-05-2024 12:00,,,,Adult
38108,38109,,,Pune,547,VANDALISM,13,F,Firearm,Other Crime,17,0,Ongoing,,,,Teen
38109,38110,,,Mumbai,189,DRUG OFFENSE,46,F,Knife,Other Crime,7,1,17-05-2024 23:00,,,,Adult
38110,38111,,,Mumbai,563,SHOPLIFTING,24,M,Explosives,Other Crime,6,1,12-07-2024 03:00,,,,Young Adult
38111,38112,,,Mumbai,518,BURGLARY,26,F,Explosives,Other Crime,17,1,20-07-2024 04:00,,,,Young Adult
38112,38113,,,Varanasi,308,DOMESTIC VIOLENCE,46,F,Explosives,Violent Crime,5,0,Ongoing,,,,Adult
38113,38114,,,Lucknow,178,PUBLIC INTOXICATION,48,M,None,Other Crime,5,1,19-05-2024 14:00,,,,Adult
38114,38115,,,Chennai,590,EXTORTION,70,M,Other,Other Crime,14,0,Ongoing,,,,Senior
38115,38116,,,Bangalore,199,DRUG OFFENSE,33,F,Poison,Other Crime,6,1,28-07-2024 10:00,,,,Young Adult
38116,38117,,,Surat,307,SHOPLIFTING,25,F,Firearm,Other Crime,5,1,19-07-2024 06:00,,,,Young Adult
38117,38118,,,Lucknow,380,DRUG OFFENSE,30,F,Other,Other Crime,10,1,27-05-2024 06:00,,,,Young Adult
38118,38119,,,Ahmedabad,585,SEXUAL ASSAULT,12,F,Poison,Violent Crime,4,0,Ongoing,,,,Child
38119,38120,,,Delhi,128,ARSON,35,F,Firearm,Fire Accident,12,1,19-06-2024 13:00,,,,Young Adult
38120,38121,,,Chennai,138,TRAFFIC VIOLATION,29,F,Explosives,Traffic Fatality,9,1,20-05-2024 13:00,,,,Young Adult
38121,38122,,,Bangalore,512,VANDALISM,19,F,Poison,Other Crime,5,1,30-05-2024 03:00,,,,Teen
38122,38123,,,Ghaziabad,520,TRAFFIC VIOLATION,55,M,Blunt Object,Traffic Fatality,10,0,Ongoing,,,,Adult
38123,38124,,,Srinagar,593,FIREARM OFFENSE,27,F,Other,Fire Accident,15,1,25-07-2024 15:00,,,,Young Adult
38124,38125,,,Indore,521,FIREARM OFFENSE,14,F,Firearm,Fire Accident,16,1,25-07-2024 17:00,,,,Teen
38125,38126,,,Chennai,427,ROBBERY,45,F,Poison,Violent Crime,9,1,15-10-2024 22:00,,,,Adult
38126,38127,,,Patna,142,FIREARM OFFENSE,70,M,Knife,Fire Accident,3,0,Ongoing,,,,Senior
38127,38128,,,Delhi,130,VANDALISM,35,M,Blunt Object,Other Crime,5,1,25-07-2024 09:00,,,,Young Adult
38128,38129,,,Delhi,367,TRAFFIC VIOLATION,55,F,Firearm,Traffic Fatality,2,1,14-05-2024 18:00,,,,Adult
38129,38130,,,Delhi,415,BURGLARY,18,M,None,Other Crime,2,1,03-07-2024 16:00,,,,Teen
38130,38131,,,Kolkata,359,DOMESTIC VIOLENCE,21,F,Poison,Violent Crime,6,1,27-05-2024 19:00,,,,Young Adult
38131,38132,,,Kolkata,321,FRAUD,79,F,Other,Other Crime,8,1,20-06-2024 23:00,,,,Senior
38132,38133,,,Kanpur,268,CYBERCRIME,45,F,Explosives,Other Crime,5,0,Ongoing,,,,Adult
38133,38134,,,Kanpur,572,FIREARM OFFENSE,26,F,Explosives,Fire Accident,17,1,23-07-2024 12:00,,,,Young Adult
38134,38135,,,Hyderabad,354,IDENTITY THEFT,70,M,Blunt Object,Violent Crime,16,1,28-05-2024 08:00,,,,Senior
38135,38136,,,Meerut,390,KIDNAPPING,35,F,Firearm,Other Crime,6,1,03-06-2024 05:00,,,,Young Adult
38136,38137,,,Visakhapatnam,191,SHOPLIFTING,28,F,Firearm,Other Crime,10,1,21-07-2024 17:00,,,,Young Adult
38137,38138,,,Bangalore,124,VANDALISM,26,F,Poison,Other Crime,5,0,Ongoing,,,,Young Adult
38138,38139,,,Thane,457,HOMICIDE,25,F,Firearm,Other Crime,19,1,17-01-2025 21:00,,,,Young Adult
38139,38140,,,Mumbai,360,TRAFFIC VIOLATION,35,F,Poison,Traffic Fatality,6,1,15-05-2024 07:00,,,,Young Adult
38140,38141,,,Delhi,418,FRAUD,41,F,Firearm,Other Crime,18,0,Ongoing,,,,Adult
38141,38142,,,Bhopal,321,ARSON,56,F,Knife,Fire Accident,13,1,01-07-2024 16:00,,,,Adult
38142,38143,,,Pune,365,DOMESTIC VIOLENCE,74,M,Blunt Object,Violent Crime,11,0,Ongoing,,,,Senior
38143,38144,,,Chennai,251,HOMICIDE,44,M,Other,Other Crime,4,1,12-08-2025 18:00,,,,Adult
38144,38145,,,Hyderabad,121,ROBBERY,77,F,None,Violent Crime,8,0,Ongoing,,,,Senior
38145,38146,,,Chennai,286,CYBERCRIME,52,F,Poison,Other Crime,7,1,04-07-2024 01:00,,,,Adult
38146,38147,,,Kanpur,577,COUNTERFEITING,10,F,Firearm,Other Crime,13,0,Ongoing,,,,Child
38147,38148,,,Mumbai,114,VANDALISM,46,F,Firearm,Other Crime,16,1,25-06-2024 16:00,,,,Adult
38148,38149,,,Ahmedabad,561,CYBERCRIME,41,M,Blunt Object,Other Crime,19,1,16-06-2024 18:00,,,,Adult
38149,38150,,,Indore,275,VEHICLE - STOLEN,56,F,Explosives,Violent Crime,6,0,Ongoing,,,,Adult
38150,38151,,,Delhi,533,COUNTERFEITING,27,M,Other,Other Crime,12,1,20-06-2024 07:00,,,,Young Adult
38151,38152,,,Meerut,452,VANDALISM,62,F,Firearm,Other Crime,14,1,25-05-2024 16:00,,,,Senior
38152,38153,,,Surat,261,ASSAULT,28,M,Knife,Violent Crime,9,0,Ongoing,,,,Young Adult
38153,38154,,,Surat,223,ROBBERY,33,F,Poison,Violent Crime,17,1,12-09-2024 03:00,,,,Young Adult
38154,38155,,,Ahmedabad,414,ROBBERY,77,F,Poison,Violent Crime,12,0,Ongoing,,,,Senior
38155,38156,,,Jaipur,219,VANDALISM,69,F,None,Other Crime,19,0,Ongoing,,,,Senior
38156,38157,,,Delhi,183,ROBBERY,10,F,None,Violent Crime,3,1,05-08-2024 01:00,,,,Child
38157,38158,,,Patna,249,DOMESTIC VIOLENCE,29,F,None,Violent Crime,15,1,24-07-2024 12:00,,,,Young Adult
38158,38159,,,Lucknow,267,SEXUAL ASSAULT,42,F,Poison,Violent Crime,19,1,31-01-2026 05:00,,,,Adult
38159,38160,,,Delhi,356,ASSAULT,51,F,Other,Violent Crime,9,0,Ongoing,,,,Adult
38160,38161,,,Pune,407,COUNTERFEITING,44,M,Firearm,Other Crime,6,1,03-07-2024 13:00,,,,Adult
38161,38162,,,Patna,485,FIREARM OFFENSE,27,F,Poison,Fire Accident,1,1,23-05-2024 23:00,,,,Young Adult
38162,38163,,,Visakhapatnam,165,SEXUAL ASSAULT,79,F,Firearm,Violent Crime,8,0,Ongoing,,,,Senior
38163,38164,,,Varanasi,154,KIDNAPPING,68,F,Other,Other Crime,10,1,23-05-2024 10:00,,,,Senior
38164,38165,,,Kolkata,426,HOMICIDE,46,F,Explosives,Other Crime,16,0,Ongoing,,,,Adult
38165,38166,,,Patna,166,BURGLARY,53,M,Knife,Other Crime,7,0,Ongoing,,,,Adult
38166,38167,,,Thane,209,FRAUD,51,F,Explosives,Other Crime,3,1,29-05-2024 16:00,,,,Adult
38167,38168,,,Bangalore,356,COUNTERFEITING,14,F,None,Other Crime,3,1,26-06-2024 22:00,,,,Teen
38168,38169,,,Hyderabad,406,DRUG OFFENSE,13,F,Knife,Other Crime,6,0,Ongoing,,,,Teen
38169,38170,,,Ghaziabad,270,FRAUD,37,F,None,Other Crime,2,0,Ongoing,,,,Adult
